xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
-1.36,7.93,-6.02,-3.05,-6.23,-5.86,light
-1.2,7.51,-4.86,-2.08,-3.05,-1.71,light
-1.93,6.96,-4.04,-4.46,3.78,-7.39,light
-3.4,7.71,-4.62,-6.04,7.2,-11.17,light
-3.34,7.76,-4.91,-3.78,3.17,-9.83,light
-2.73,7.72,-5.22,0.85,1.95,-5.55,light
-3.33,6.94,-6.47,11.05,-22.34,16.54,light
-2.87,7.2,-6.35,10.68,-25.27,19.23,light
-3.03,7.07,-6.16,6.84,-26.73,19.41,light
-2.79,7.05,-6.04,3.78,-28.56,20.63,light
-2.45,7.08,-6.05,1.53,-27.95,21.73,light
-2.37,6.86,-6.17,0.31,-26.86,21.36,light
-2.38,6.9,-6.25,0.37,-25.39,21.06,light
-2.24,6.77,-6.52,0.37,-24.66,21.18,light
-2.17,6.64,-6.44,0.98,-22.83,22.03,light
-2.18,6.49,-6.33,2.01,-21.42,23.13,light
-2.08,6.44,-6.39,5.19,-18.43,23.19,light
-1.93,6.43,-6.25,9.09,-16.05,24.78,light
-1.68,6.55,-6.16,11.29,-13.24,27.77,light
-1.64,9.11,-6.72,9.4,-11.84,31.74,light
0.09,8.56,-6.96,6.71,-4.33,27.22,light
-2.76,7.2,-5.72,3.36,5.31,20.14,light
-1.8,7.11,-5.14,2.87,2.44,17.64,light
-0.96,7.71,-5.51,0.73,2.38,20.51,light
-0.84,7.95,-6.08,0.24,6.9,14.59,light
-2.18,7.25,-5.48,0.79,6.9,7.69,light
-2.18,6.71,-5.27,1.22,-1.83,2.44,light
-0.65,6.93,-5.53,2.81,-10.68,-3.6,light
0.19,8.27,-7.23,5.07,-10.93,-7.57,light
-0.03,8.25,-6.86,3.78,2.87,-7.2,light
-0.04,7.62,-6.19,-0.31,12.45,-11.41,light
-0.06,7.22,-5.95,-2.26,16.24,-16.11,light
-0.19,7.27,-6.17,-4.03,22.16,-21.36,light
-0.3,6.99,-6.45,-4.52,26.43,-26.86,light
-0.3,6.9,-6.57,-3.85,28.56,-31.31,light
-0.31,6.9,-6.57,-5.49,31.74,-35.22,light
-0.58,6.73,-6.62,-7.2,33.75,-39.73,light
-0.88,6.5,-6.67,-6.16,33.87,-45.04,light
-0.55,6.69,-6.78,-5.19,33.45,-47.42,light
0.06,6.45,-6.98,-3.72,36.8,-47.3,light
-0.04,6.89,-6.71,-0.12,42.05,-49.62,light
-2.48,9.1,-7.58,-7.02,43.21,-53.16,light
-2.92,6.97,-6.43,-10.13,43.64,-45.53,light
-0.66,6.92,-5.09,-12.27,44.49,-42.36,light
-1.14,7.14,-6.17,-15.44,49.68,-42.91,light
-3.55,7.04,-6.47,-15.32,52.43,-45.04,light
-3.96,6.76,-6.25,-11.6,43.09,-45.78,light
-3.26,6.79,-5.98,-7.26,34.42,-46.63,light
-2.94,6.63,-6.07,-4.82,30.52,-48.46,light
-3.11,6.74,-5.96,-3.48,28.75,-47.67,light
-3.02,6.59,-6.14,-4.58,28.32,-42.85,light
-3.53,6.22,-6.49,-3.85,30.15,-37.35,light
-3.47,6.49,-6.5,-2.38,27.77,-30.82,light
-3.5,6.37,-6.28,-3.54,26.25,-27.65,light
-3.8,6.39,-6.33,-4.52,22.89,-23.19,light
-4.2,6.48,-6.49,-3.72,16.72,-17.4,light
-3.85,6.54,-6.31,-2.32,10.56,-11.84,light
-3.34,6.5,-6.47,-1.28,8.18,-9.46,light
-3.25,6.54,-6.34,-2.93,9.64,-8.42,light
-3.52,5.87,-6.48,-1.89,9.46,-4.64,light
-4.1,5.7,-6.78,2.01,5.25,7.32,light
-4.32,6.07,-6.78,3.48,-2.2,18.01,light
-4.19,5.89,-6.63,4.46,-9.09,25.27,light
-3.54,6.65,-7.04,8.97,-15.63,33.63,light
-2.08,7.1,-6.79,11.9,-22.16,34.97,light
-2.16,7.45,-6.91,9.03,-22.46,32.53,light
-2.49,6.74,-6.39,5.19,-19.17,26.43,light
-2.17,6.88,-6.57,3.42,-18.98,23.56,light
-0.97,7.15,-6.48,2.62,-16.72,23.25,light
-0.91,7.12,-6.37,1.04,-11.29,24.41,light
-1.32,7.02,-6.05,0.61,-9.03,22.71,light
-1.09,7.25,-6.2,-0.06,-8.79,18.74,light
-0.95,7.3,-6.22,-0.92,-9.16,14.28,light
-0.94,7.16,-6.29,-1.4,-10.5,14.83,light
-0.73,7.21,-6.28,-1.95,-11.41,16.72,light
-0.29,7.42,-6.37,-1.95,-9.46,17.7,light
-0.45,7.16,-6.29,-1.28,-5.55,15.01,light
-0.17,7.22,-6.25,-0.43,-3.17,14.95,light
-0.09,7.36,-6.23,-0.98,-1.22,13.67,light
-0.29,7.36,-6.12,-1.71,0.61,9.34,light
-0.07,7.41,-6.04,-1.1,3.6,2.75,light
-0.07,7.57,-6.01,-1.22,7.75,-4.27,light
-0.1,7.75,-5.95,-2.2,11.84,-8.36,light
-0.27,7.84,-5.96,-4.27,15.14,-12.39,light
-0.4,7.85,-6.08,-5.86,18.74,-15.38,light
-0.79,7.66,-6.02,-6.47,20.75,-16.97,light
-0.93,7.33,-5.8,-6.53,19.96,-15.75,light
-0.84,7.32,-5.89,-6.16,17.64,-13.18,light
-1.25,7.23,-6.1,-4.94,13.79,-9.7,light
-0.87,7.28,-6.43,-2.56,8.36,-5.92,light
-0.39,7.26,-6.31,-1.04,6.71,-3.17,light
-0.81,7.2,-6.01,-2.01,5.19,-2.69,light
-0.63,7.39,-6.12,-2.44,2.5,-1.83,light
-0.88,7.44,-6.16,-1.65,-0.49,-0.98,light
-1.03,7.44,-6.14,-0.92,-3.91,-0.73,light
-0.75,7.48,-6.06,-1.1,-6.53,0.24,light
-0.56,7.57,-6.09,-1.59,-7.26,1.22,light
-0.5,7.39,-6.02,-2.08,-6.16,2.81,light
-0.17,7.59,-6.11,-2.5,-4.7,5.74,light
0.15,7.67,-5.96,-3.91,-1.89,8.3,light
0,7.82,-5.8,-6.04,2.62,9.28,light
0.37,7.84,-5.61,-6.65,6.47,9.7,light
0.12,7.9,-5.52,-6.77,9.7,9.58,light
-0.12,7.96,-5.68,-5.98,8.42,6.65,light
-0.02,7.72,-5.36,-5.31,4.03,6.29,light
-0.27,7.75,-5.12,-4.15,-2.81,5.86,light
-0.11,7.78,-5.04,-2.99,-10.13,7.32,light
-0.2,7.69,-5.25,0.49,-19.04,9.52,light
-0.36,7.66,-5.19,3.17,-29.66,13.61,light
-0.21,7.51,-5.42,6.65,-40.83,17.88,light
0.59,7.44,-5.53,9.09,-49.01,21.3,light
0.58,7.61,-5.54,10.93,-51.94,21.97,light
0.34,7.74,-5.7,10.31,-54.93,22.77,light
-0.32,7.91,-6.33,8.42,-57.19,25.33,light
-1.06,8.09,-6.38,10.31,-57.5,25.82,light
-2.12,7.67,-7.08,9.52,-57.62,36.5,light
-1.03,7.1,-5.9,8.61,-58.11,48.34,light
-0.54,7.95,-6.56,12.33,-51.09,47.79,light
-2.54,7.55,-6.47,12.51,-47.36,39.12,light
-3.23,7.38,-6.07,9.34,-51.09,26.55,light
-3.72,7.59,-6.49,4.94,-55.36,19.65,light
-2.22,7.11,-6.17,2.75,-58.17,17.33,light
-1.2,6.82,-6.22,1.46,-50.54,16.6,light
-1.4,6.65,-6.13,2.01,-40.83,12.45,light
-1.77,6.89,-6.15,2.56,-34.42,8.42,light
-2.43,6.9,-6.08,2.01,-32.71,8.85,light
-1.94,6.61,-6.23,2.14,-33.14,15.69,light
-1.6,6.51,-6.22,4.64,-31.31,21.55,light
-2.08,6.48,-6.31,6.16,-29.48,26.43,light
-1.99,6.55,-6.18,7.69,-29.79,31.56,light
-1.77,6.6,-6.13,8.24,-29.17,37.48,light
-1.34,6.75,-6.25,8.91,-28.44,42.3,light
-1.41,6.9,-6.81,9.7,-22.52,41.69,light
-0.29,9.73,-7.98,6.23,-19.59,38.15,light
-0.77,9.66,-6.99,-2.2,-1.34,25.09,light
-2.54,7.49,-5.62,-3.48,8.42,8.91,light
-2.93,6.76,-4.33,-2.14,3.23,9.46,light
-0.04,7.93,-3.51,1.28,-2.32,10.99,light
2.72,9.94,-4.91,-3.05,9.7,-6.1,light
0.57,8.32,-4.77,-10.93,37.23,-37.05,light
0.14,8.87,-5.57,-10.13,50.05,-46.08,light
0.83,7.81,-5.34,-11.6,64.15,-40.22,light
0.35,7.61,-5.71,-14.4,72.02,-48.77,light
-0.06,7.83,-6.16,-16.54,75.5,-51.94,light
-0.42,7.58,-6.13,-17.27,78.61,-56.46,light
-0.05,7.46,-5.76,-18.74,79.1,-61.95,light
-0.35,6.96,-5.67,-18.49,80.57,-65.37,light
-0.09,6.78,-5.59,-14.47,81.6,-72.27,light
0,7.02,-5.38,-13.85,84.9,-75.5,light
-0.04,8.04,-6.05,-14.22,89.42,-72.81,light
-2.64,9.01,-7.03,-18.19,86.98,-72.14,light
-3.05,7.64,-5.93,-15.87,80.32,-60.3,light
-1.64,7.53,-5.45,-11.96,75.99,-52.31,light
-2.07,7.67,-5.56,-16.72,75.74,-61.52,light
-3.05,7.24,-5.25,-18.86,74.65,-53.77,light
-2.15,7.3,-5.01,-19.78,69.64,-43.58,light
-2.9,6.92,-5.01,-18.19,64.45,-40.95,light
-3.37,7.32,-5.42,-10.56,54.14,-36.93,light
-2.34,7.71,-5.04,-5.92,47.42,-29.85,light
-4.25,8.36,-5.83,-6.65,35.28,-29.85,light
-5.13,7.38,-5.58,-3.6,21.97,-22.4,light
-4.06,7.53,-5.81,0.79,9.09,-22.46,light
-4.04,7.83,-5.47,-0.67,4.21,-24.72,light
-3.94,6.86,-4.6,-1.89,-2.81,-30.64,light
-2.44,6.59,-4.11,4.58,-8.48,-32.53,light
-2.32,7.51,-5.84,7.26,-7.14,-25.76,light
-2.97,8.31,-6.9,12.57,0,-19.96,light
-1.79,7.55,-4.94,7.02,13.85,-20.75,light
-1.67,7.19,-5.06,-1.71,25.63,-28.87,light
-3.24,7.13,-5.82,-5.68,32.65,-36.68,light
-3.95,6.58,-5.98,-7.14,34.12,-38.76,light
-3.58,6.24,-5.92,-6.41,35.95,-36.56,light
-3.84,6.06,-5.99,-6.84,39.12,-34.42,light
-4.42,5.55,-6.02,-6.35,39.86,-30.82,light
-4.33,5.59,-6.21,-5.43,37.6,-22.77,light
-4.56,5.73,-6.45,-4.39,33.63,-9.58,light
-4.59,6.14,-6.36,-4.33,29.24,1.28,light
-4.47,6.24,-6.7,-7.39,27.28,6.9,light
-3.68,5.46,-6.79,-5.98,28.75,7.2,light
-4.39,8.17,-6.41,-6.65,33.2,3.23,light
-0.95,10.38,-8.68,-8.85,34.12,-3.42,light
-3.88,8.39,-7.17,-14.77,49.38,-13.73,light
-4.23,7.3,-4.95,-7.81,30.82,-18.55,light
-1.9,7.44,-3.71,-5.25,15.63,-13.37,light
0.7,8.31,-4.44,-4.21,16.36,-8,light
-1.13,8.09,-4.93,-2.2,21.3,-2.99,light
-1.93,7.51,-4.99,2.26,13.31,1.53,light
-0.45,7.61,-4.71,5.19,7.02,3.66,light
0.64,7.59,-4.82,1.34,8.3,7.14,light
-0.62,7.38,-5.21,0.12,12.33,4.15,light
-1.48,6.96,-5.62,1.83,8.12,-5.25,light
-1.21,7.13,-5.69,2.93,5.43,-9.64,light
-0.75,7.16,-6.1,1.95,3.54,-8.67,light
-0.03,7.05,-6.4,-0.37,3.05,-6.65,light
-0.24,6.49,-6.61,-1.1,9.58,-14.16,light
-0.88,6.89,-6.88,-2.2,15.2,-29.05,light
-1.06,6.48,-7.74,0.31,17.21,-37.48,light
-1.8,6.22,-7.82,5.19,14.47,-39.98,light
-4.76,10.03,-8.75,1.71,13,-37.48,light
-3.95,9.61,-7.21,1.89,-15.14,-12.27,light
-0.42,8.46,-4.26,0,-20.02,1.4,light
-0.17,5.72,-2.48,-2.32,-6.16,10.86,light
-4.07,7.55,-5.91,1.83,-8.48,25.02,light
-5.39,7.65,-5.91,11.47,-25.88,22.46,light
-2.43,6.94,-5.32,13.98,-39.31,21.18,light
-1.57,6.72,-5.09,12.88,-39.06,25.15,light
-2.74,6.83,-5.65,6.41,-38.27,21.12,light
-2.48,6.31,-6.1,5.98,-37.6,28.56,light
-1.35,5.81,-6.25,8.79,-36.62,38.15,light
-1.04,5.95,-5.76,12.94,-35.89,48.52,light
-2.45,6.25,-6.04,13.43,-34.36,50.05,light
-1.42,6.83,-7.02,12.27,-33.69,40.1,light
-1.51,6.48,-8,11.66,-28.87,32.04,light
0.87,10.98,-9.15,6.9,-26.49,43.46,light
-1.62,11.15,-6.53,3.91,-7.69,41.93,light
-5.93,7.46,-4.07,5.37,-15.81,26.79,light
-0.07,8.45,-4.93,5.43,-41.02,26.12,light
2.21,8.26,-5.88,3.54,-23.8,25.21,light
-0.5,7.73,-5.19,5.55,-11.54,25.02,light
-1.1,5.99,-4.54,8.24,-14.83,23.8,light
-0.61,6.07,-4.32,7.93,-20.32,15.75,light
1.19,7.36,-5.02,5,-22.64,15.44,light
-0.7,5.87,-6.03,5.74,-18.25,14.16,light
-0.41,6.55,-6.07,12.94,-21.61,3.3,light
0.77,7.14,-6.67,11.23,-20.26,-1.95,light
-0.92,8.07,-6.77,6.1,-16.11,-3.97,light
-1.04,7.07,-6.88,3.78,-22.46,-3.36,light
0.79,10.46,-7.53,-0.85,-16.17,-11.29,light
-3.81,9.77,-2.83,-2.44,-9.16,6.84,light
-4.89,7.66,-5.2,-1.28,-23.93,18.13,light
-1.45,9.81,-5,5.43,-34.36,30.7,light
-4.8,8.98,-6.12,9.16,-54.14,44.25,light
-3.41,8.31,-5.79,9.46,-71.35,41.93,light
-2.01,7.96,-5.67,6.41,-85.08,58.59,light
-2.5,7.45,-5.57,6.29,-98.33,75.38,light
-1.65,7.71,-5.39,4.21,-107.06,75.99,light
1.66,8.26,-5.6,-2.32,-101.56,73.43,light
2.3,7.82,-4.4,-9.09,-79.96,66.35,light
1.81,7.65,-4.86,-14.65,-56.4,49.07,light
0.4,7.56,-5.06,-13.43,-39,21.91,light
-0.47,7.4,-5.05,-9.4,-38.02,13.18,light
-0.3,7.64,-4.98,-9.58,-37.48,18.37,light
1.53,7.95,-4.62,-10.62,-44.86,31.56,light
6.28,9.11,-4.64,-10.25,-16.36,41.75,light
4.7,9.16,-3.65,-32.35,32.35,51.33,light
3.99,11.07,-4.99,-65.37,58.59,46.75,light
2.26,7.13,-2.3,-115.66,89.97,23.62,light
-2.14,4.83,-0.88,-151.67,65.67,-8,light
-6.6,5.87,-3.32,-103.45,75.44,-46.14,light
-10.59,4.21,-4.84,-62.99,-9.28,-68.12,light
5.03,3.62,0.19,-10.07,-57.68,-100.4,light
3.08,2.72,0.61,12.45,-15.32,-98.57,light
-5.18,8.09,-0.4,26.67,0,-158.69,light
-5.34,11.78,-2.54,-4.46,-71.35,-153.08,light
0.88,10.88,0.56,-60.3,-142.46,-88.2,light
0.66,17.58,0.27,-117.8,-122.56,-119.45,light
-21.43,15.62,0.73,-161.13,-82.76,-135.19,light
-33.64,-0.95,7.89,-69.09,-348.45,49.38,light
8.76,-3.97,-14.07,-105.1,-333.5,39.43,light
26.14,5.89,9.7,-80.99,-61.95,-57.01,light
1.77,-10.04,4.93,-108.83,241.52,-165.16,light
-25.68,6.08,4.14,25.76,-52.8,31.92,light
-1.01,-0.7,7.72,13.55,-34.61,26,light
-0.28,1.43,11.29,25.51,12.15,2.14,light
-4.52,1.65,8.3,31.13,25.51,5.62,light
-6.2,1.67,9.23,32.47,28.99,21.42,light
-2.89,1.18,8.69,41.2,26.61,31.49,light
-3.62,2.02,9.08,52.86,49.07,28.69,light
-5.41,3.34,7.97,61.52,58.9,37.11,light
-6.33,5.05,7.36,67.08,61.16,44.25,light
-6.06,5.18,5.71,73,54.99,58.35,light
-5.19,4.41,3.74,79.35,52.61,69.89,light
-4.19,5.91,2.54,86.24,55.66,78.43,light
-3.94,7.21,1.33,91.19,55.79,75.81,light
-2.9,7.13,0.27,97.53,53.96,59.63,light
-1.95,8.79,-2.29,91.92,57.31,41.99,light
-3.31,10.5,-1.78,80.44,76.48,35.77,light
-3.4,10.11,-2.01,76.84,74.52,51.39,light
-2.22,13.06,-3.13,71.11,65.31,47.67,light
-0.41,14,-3.3,48.95,72.33,39.25,light
-2.67,12.71,-3.59,28.32,81.73,35.71,light
-2.87,14,-2.95,26.79,61.04,22.89,light
0.11,11.49,-4.11,28.69,24.29,14.47,light
0.95,13.51,-3.71,29.36,32.1,-7.93,light
2.31,12.39,-4.22,18.92,34.24,-13.37,light
2.72,11.22,-4.19,6.35,53.28,-21,light
1.74,10.1,-4.4,-0.79,76.17,-30.52,light
0.63,8.4,-4.93,-1.65,93.44,-40.04,light
-0.02,7.71,-5.43,0.24,98.94,-40.71,light
-0.05,7.21,-6.02,-1.04,105.96,-39.86,light
-0.85,6.34,-5.63,-4.46,110.72,-36.68,light
-1.86,4.1,-4.32,-4.09,110.84,-30.64,light
-2.25,2.68,-2.65,2.01,104.06,-25.09,light
-3.01,3.57,-0.69,5.55,97.41,-26.06,light
-3.21,5.43,-0.9,0.85,86.98,-40.1,light
-1.7,9.34,-4.35,4.15,75.68,-46.51,light
-1.77,9.1,-4.85,8.67,68.97,-44.62,light
-0.98,8.69,-3.8,9.03,67.87,-42.42,light
0.19,8.15,-3.81,6.53,68.48,-38.45,light
0.58,8.03,-4.24,5.13,76.84,-35.4,light
0.32,7.81,-4.9,3.05,86.43,-46.81,light
-0.43,8.08,-5.24,1.77,91.43,-49.8,light
-0.39,7.98,-5.31,0.37,93.26,-56.15,light
-0.44,7.61,-5.55,-2.5,94.97,-59.51,light
-0.97,7.14,-5.63,-4.52,94.6,-64.09,light
-1.03,6.81,-5.89,-4.94,91.31,-65.61,light
-0.26,6.4,-5.73,-4.64,91.19,-67.32,light
0.27,5.96,-5.71,-1.59,93.99,-71.72,light
1,6.3,-5.94,6.96,102.42,-81.67,light
-0.96,7.58,-6.47,2.5,108.52,-83.86,light
-6.47,10.73,-8.39,-10.44,86.43,-74.28,light
-3.76,7.4,-9.02,-13.43,67.69,-65.55,light
2.02,8.7,-6.22,1.04,68.79,-26.37,light
-3.05,7.62,-4.81,-21,98.08,-29.36,light
-7.22,6.03,-4.08,-19.84,80.57,-46.69,light
-3.51,6.96,-4.51,-18.74,63.48,-55.48,light
-4.28,6.76,-4.88,-14.28,57.86,-52.49,light
-4.24,7.28,-5.57,-13.12,53.96,-48.34,light
-4.85,6.92,-5.4,-9.16,46.69,-42.11,light
-3.5,6.85,-5.41,-6.1,39.06,-38.51,light
-2.56,6.55,-5.28,-4.15,40.65,-35.52,light
-3.14,7.04,-4.72,-5.86,41.56,-34.55,light
-5.04,7.56,-4.53,-17.15,31.43,-34.06,light
-5.97,7.2,-7.45,-10.86,18.37,-28.2,light
-2.22,6.46,-6.14,-0.12,18.49,-16.6,light
-3.24,6.05,-5.19,2.75,21.12,-6.96,light
-4.48,5.71,-5.16,5.19,17.58,-2.75,light
-4.8,6.36,-5.6,10.99,10.19,10.5,light
-2.53,11.42,-7.35,13.06,1.95,17.03,light
-2.42,7.01,-6.3,3.42,25.27,0.31,light
-5.03,6.89,-5.55,11.35,19.47,3.17,light
-2.78,7.22,-4.83,13,14.47,2.2,light
-0.67,7.91,-5.04,13.06,13.79,7.45,light
-0.34,7.94,-4.81,11.23,23.13,4.46,light
-1,8.07,-4.6,8,26.79,-5.25,light
-0.18,8.77,-5.49,2.81,28.02,-11.96,light
-0.01,8.69,-6.46,-0.31,33.2,-15.75,light
-0.73,7.71,-6.07,-1.83,38.09,-13.55,light
-0.59,7.38,-6.01,-3.78,35.1,-10.74,light
-0.49,7.28,-5.84,-5.49,31.74,-10.19,light
-0.09,7.26,-5.8,-7.57,28.99,-12.82,light
-0.19,7.02,-6.13,-8.3,28.99,-16.72,light
0,6.84,-6.46,-5.8,29.54,-23.74,light
-0.38,6.74,-6.48,-3.05,30.82,-33.33,light
-0.57,6.83,-6.4,-1.22,29.6,-38.88,light
-0.26,7.1,-6.48,-1.34,29.91,-39,light
0.06,6.43,-6.64,-0.06,31.86,-40.04,light
-1.81,10.61,-8.33,-5.98,33.08,-47.79,light
-3.07,8.48,-7.54,-4.64,33.26,-30.76,light
-0.65,7.45,-5.15,-3.48,32.29,-24.78,light
-0.26,6.49,-3.71,-4.94,40.28,-35.58,light
-3.07,6.68,-4.31,-9.09,43.15,-47.24,light
-5.99,7.44,-7.04,-5.13,26.49,-40.59,light
-2.67,7.46,-6.01,3.54,9.64,-27.71,light
-2.15,7.73,-5.65,2.2,12.88,-23.99,light
-2.94,7.07,-5.17,-2.5,13.37,-24.84,light
-2.85,6.83,-5.45,-6.23,9.77,-23.86,light
-3.17,6.38,-6.09,-4.58,5.37,-16.66,light
-2.91,6.42,-6.28,1.1,0.37,-5.98,light
-2.61,6.58,-6.16,2.87,-2.26,3.3,light
-2.62,6.36,-6.39,0.79,-2.2,7.57,light
-2.7,6.44,-6.21,0.98,-2.56,13.79,light
-2.62,6.71,-6.11,2.01,-5.19,19.96,light
-2.73,6.3,-6.57,3.72,-6.1,19.71,light
-2.74,6.21,-7.64,9.95,-6.1,14.34,light
-2.13,8.59,-8.2,14.53,-8.18,12.76,light
-2.39,9.69,-7.54,9.7,1.28,2.32,light
-1.2,7.78,-5.55,8.73,5.31,0.12,light
-2.14,7.44,-3.23,-0.43,10.44,-6.47,light
-0.63,7.61,-3.46,-4.64,-2.38,-2.2,light
0.39,9.41,-6.81,-2.5,-1.77,-2.32,light
-0.23,8.41,-6.18,-3.05,17.76,0.55,light
-1.04,8.08,-5.43,-6.16,14.4,7.45,light
-1.07,6.93,-5.47,-9.16,12.21,8.48,light
-0.62,6.58,-5.7,-8.12,13,5.8,light
-0.09,6.57,-6.07,-5.49,13.98,6.41,light
-0.37,6.55,-6.56,-1.83,14.53,-1.83,light
-0.32,6.04,-6.07,2.01,17.09,-18.25,light
0.47,6.27,-6.24,4.94,21.79,-27.95,light
0.61,6.51,-6.59,10.38,31.01,-35.58,light
0.01,6.01,-6.56,12.21,37.54,-42.79,light
-1.35,6.03,-6.27,6.71,36.07,-45.41,light
1.82,5.77,-8.28,-0.12,32.78,-54.99,light
-1.82,6.13,-9.4,-0.18,42.24,-55.73,light
-3.53,8.76,-8.11,-0.55,34.97,-67.5,light
-4.44,12.21,-7.9,-11.96,8.3,-35.52,light
-6.72,10.56,-7.89,-12.51,-24.6,-2.5,light
-0.35,6.18,-1.99,-11.41,-33.51,-2.75,light
0.11,5.85,-1.63,-6.77,0,-0.12,light
-4.08,7.61,-5.92,-3.17,-5.25,3.05,light
-6.19,8,-6.1,4.21,-9.16,0.12,light
-2.26,6.95,-4.88,5.37,-17.7,-7.51,light
-0.8,6.87,-4.83,3.05,-8.18,-3.36,light
-2.46,7.24,-5.64,-0.55,2.5,-4.09,light
-4.77,6.64,-5.77,1.59,-2.87,-6.1,light
-3.05,6.5,-5.75,7.32,-13.55,-2.75,light
-2.66,6.71,-5.82,9.16,-14.4,3.78,light
-2.54,6.29,-6.25,8.54,-14.89,13.61,light
-2.6,5.76,-6.33,11.66,-17.88,26.79,light
-2.86,4.92,-6.26,15.26,-18.62,38.21,light
-4.11,4.49,-6.4,21.12,-24.54,47.85,light
-3.86,6.72,-6.6,24.96,-35.34,53.28,light
-0.74,11.61,-8.37,11.84,-30.94,53.77,light
1.08,9.99,-7.5,4.76,-13.37,49.38,light
-4.97,8.61,-6.85,-4.52,-7.45,36.74,light
-2.84,6.57,-5.01,-0.61,-24.54,34,light
-0.92,7.5,-5.84,0.98,9.34,-4.46,light
-1,7.82,-6.01,1.22,9.28,-5.13,light
-1.43,7.85,-5.82,0.92,8,-3.97,light
-1.29,7.69,-5.73,-0.55,5.19,-0.85,light
-1.31,7.45,-5.96,-0.49,0.92,3.36,light
-0.68,7.37,-6.16,0.24,-2.38,6.65,light
-0.29,7.49,-6.3,0.12,-2.75,7.26,light
-0.16,7.57,-6.21,-0.92,-1.22,5.98,light
-0.1,7.41,-6.04,-2.01,0.73,2.08,light
-0.34,7.33,-5.98,-0.98,2.38,-3.72,light
-0.06,7.08,-5.99,1.4,2.99,-8.42,light
-0.02,6.85,-6.04,4.39,4.76,-14.71,light
-1.06,7.97,-6.13,3.91,6.23,-19.29,light
-2.48,8.28,-6.78,-3.23,2.08,-18.92,light
-0.84,7.25,-6.21,-2.08,4.7,-15.08,light
-0.83,6.79,-5.73,-1.65,9.09,-12.08,light
-1.66,6.8,-5.96,-0.18,11.78,-8.85,light
-2.34,6.92,-6.51,2.5,8.73,-8.18,light
-1.67,7.24,-6.25,4.21,7.93,-6.65,light
-1.61,7.23,-6,1.83,10.86,-7.57,light
-1.68,7.18,-6.18,-0.12,12.7,-7.93,light
-1.57,6.9,-6.09,1.1,13,-5.8,light
-0.78,6.96,-5.89,0.73,11.35,-5.55,light
-0.77,7.48,-6.55,-3.54,9.7,-7.81,light
-1.22,7.75,-7.97,-5.62,7.51,-8.85,light
-0.63,6.8,-7.19,-3.48,5.86,-1.77,light
0.37,7.31,-7.13,-6.1,7.2,1.4,light
-0.19,6.83,-6.55,-11.6,10.56,2.87,light
-0.76,6.1,-6.23,-11.35,8.67,1.53,light
-0.47,6.25,-6.18,-7.63,4.09,-3.85,light
-0.18,6.63,-6.32,-6.47,1.95,-8.36,light
-0.12,6.83,-6.37,-6.77,2.56,-13.73,light
0.13,6.67,-6.67,-5.43,4.64,-19.96,light
-0.33,6.58,-6.87,-2.62,6.59,-31.86,light
-0.32,8.49,-6.42,-1.04,4.58,-32.59,light
-3.27,9.76,-7.84,-8.06,0.31,-17.7,light
-3.79,8.65,-7.16,-7.45,-24.48,-3.72,light
-0.32,6.56,-5.76,-0.61,-31.19,6.65,light
0.23,6.53,-4.02,3.3,-22.52,2.14,light
-1.98,7.27,-3.47,-2.08,-17.27,-0.06,light
-4.32,8.26,-5.19,-1.4,-19.78,4.46,light
-2.6,7.99,-5.95,4.76,-30.09,16.66,light
-1.41,7.59,-5.69,9.09,-29.66,16.78,light
-1.55,7.24,-4.93,3.6,-21.3,7.93,light
-2.36,6.89,-5.1,-2.81,-19.9,2.62,light
-2.11,6.06,-5.56,-1.83,-18.19,2.69,light
-1.78,5.8,-5.7,3.05,-15.63,6.9,light
-1.43,5.95,-5.71,6.77,-13.92,15.14,light
-2.2,6.4,-5.93,6.23,-13.12,23.25,light
-2.51,7.23,-6.21,6.53,-15.26,26.37,light
-2.17,7.52,-7.77,6.59,-20.08,28.56,light
-3.48,9.5,-7.87,8.79,-21.73,34.97,light
2.77,10.77,-8.74,9.22,-9.89,36.25,light
-5.11,8.43,-4.7,6.65,9.34,22.09,light
-2.01,8.18,-3.59,4.46,-14.95,20.94,light
2.86,9.73,-5.98,2.08,-6.9,16.85,light
-0.87,7.23,-5.16,-0.73,18.37,6.35,light
-0.62,6.42,-4.3,2.5,9.83,4.88,light
-0.06,5.23,-3.85,1.4,8.73,4.58,light
0.03,5.1,-3.94,-1.16,10.13,-4.94,light
0.47,5.96,-6.05,-2.44,10.56,-8.79,light
-0.31,6.74,-6.59,3.3,13.85,-20.32,light
-0.72,8.13,-6.38,1.46,12.94,-31.13,light
-0.39,9.18,-7.26,-3.05,10.25,-26.06,light
-6.79,10.37,-9.35,-7.39,7.32,-21.55,light
-0.14,9.59,-7.16,8.3,-15.2,-11.41,light
4.42,8.19,-2.77,6.16,16.17,-25.94,light
-6.61,8.61,-3.26,-8.73,23.5,-49.01,light
-4.68,7.77,-6.17,-0.43,-10.07,-21.85,light
-0.71,7.23,-4.15,3.97,2.14,-11.84,light
-1.75,5.25,-3.22,-2.32,9.77,-17.58,light
-2.15,5.04,-3.85,-8.3,15.5,-20.2,light
-2.17,4.41,-4.45,-8.3,20.14,-16.3,light
