xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
1.38,-4.92,6.36,47.98,19.24,-41.71,sit
3.1,-3.5,6.66,43.79,6.11,-42.59,sit
3.6,-2.65,7.01,55.45,-11.91,-38.69,sit
3.53,-1.8,7.13,32.21,-13.75,-30.56,sit
2.55,-0.42,8.14,15.87,-3.5,-19.14,sit
3.27,-1.4,8.05,25.59,-22.61,-3.27,sit
4.65,-1.55,7.25,22.8,-14.05,17.56,sit
4.39,-0.07,7.09,5.58,20.78,-9.49,sit
3.95,-0.05,7.42,-6.95,3.62,-0.13,sit
3.12,-0.11,7.73,-10.79,20.91,-2.68,sit
2.91,-1.03,7.84,-8.95,32.87,2.31,sit
2.19,-0.93,7.96,-4.35,3.28,4.23,sit
3.88,-1.02,7.41,-7.08,-15.6,7.06,sit
3.44,-1.02,7.4,-4.15,8.02,9.39,sit
3.17,-0.81,7.82,3.24,1.03,8.21,sit
3.42,-0.76,7.59,2.06,-0.72,7.92,sit
2.95,-0.68,7.87,0.45,1.94,3.49,sit
3.12,-0.49,7.67,-3.7,0.54,-0.56,sit
3.39,-0.88,7.69,-0.89,-3.61,-0.57,sit
2.96,-0.53,7.76,-3.21,3.29,-5.57,sit
2.76,-0.4,7.92,-10.45,-7.97,-4.45,sit
2.83,-0.92,7.68,-9.64,-50.4,-8.4,sit
6.26,-1.02,6.72,0.44,-51.81,16.09,sit
5.3,-1.7,6.69,4.37,-3.26,0.66,sit
4.76,-1.2,7.21,-1.79,3.34,-8.15,sit
4.93,-0.54,6.94,-5.5,15.69,-8.44,sit
4.02,-0.76,7.4,5.88,14.86,-19.09,sit
4.43,0.21,7.18,-5.56,13.17,-7.15,sit
3.59,-0.34,7.44,-9.34,16.44,0.24,sit
3.24,-0.5,7.7,-7.98,-0.1,1.34,sit
4.66,-0.34,7.28,-12.55,-20.63,2.47,sit
3.51,-1.68,7.54,-5.5,-0.6,4.87,sit
4.18,-1.79,7.31,-2.67,-11.32,-1.88,sit
4.44,-1.12,7.23,2.06,-6.24,-4.87,sit
4.31,-0.79,7.2,-1.61,10.46,-4.24,sit
4.09,-0.75,7.26,5.39,7.89,-5.44,sit
4.3,-0.09,7.38,-2,2.02,-2.4,sit
3.45,-0.24,7.49,-7.64,17.21,0.43,sit
3.58,-0.73,7.6,-6.05,-5.81,3.63,sit
3.78,-0.58,7.37,-8.11,-6.5,1.09,sit
3.72,-0.83,7.47,-9.25,-5.7,3.48,sit
3.9,-1.21,7.3,0.59,-17.69,-1.54,sit
4.38,-1.45,7.5,0.55,-9.16,-0.47,sit
4.08,-1.07,7.35,0.15,4.99,-3.02,sit
4.03,-0.9,7.31,4.89,0.92,-2.77,sit
4.07,-0.27,6.83,2.84,0.55,-7.97,sit
3.85,-0.32,7.41,-3.83,6.47,1.77,sit
3.73,-0.47,7.43,-5.12,-8.06,3.75,sit
3.93,-1.04,7.34,-3.71,-4.18,2.02,sit
4.21,-0.84,7.1,-3.37,-3.71,-1.12,sit
4.11,-0.84,7.39,-0.76,-5.66,-1.73,sit
4.31,-0.76,7.28,-1.31,-0.11,-0.3,sit
4.15,-0.7,7.43,-2.55,0.6,0.4,sit
4.06,-0.62,7.35,-2.68,1.11,1.58,sit
4.05,-0.73,7.29,-2.22,-0.4,2.76,sit
4.06,-0.74,7.3,-1.66,-2.12,3.4,sit
4.05,-0.76,7.33,-2,-0.21,3.66,sit
4.11,-0.72,7.21,-1.59,0.63,3.91,sit
4.09,-0.84,7.31,-1.56,0.41,4.2,sit
4.07,-0.64,7.36,-2.01,-0.63,4.25,sit
3.76,-0.89,7.49,-2.9,2.99,3.18,sit
4.12,-0.89,7.31,-1.31,-1.5,4.73,sit
3.71,-1.04,7.68,-0.3,-0.41,7.14,sit
3.95,-0.85,7.45,0.33,-7.07,6.42,sit
4.19,-0.88,7.33,-0.5,-3.18,5.53,sit
3.98,-0.88,7.33,-0.89,-0.8,5.46,sit
3.96,-0.84,7.35,-0.97,-1.25,5.54,sit
3.88,-0.88,7.4,-0.5,-1.55,5.22,sit
3.94,-0.92,7.42,-0.5,-0.7,5.12,sit
4,-0.86,7.47,-0.58,-4.33,4.7,sit
4.13,-0.82,7.33,-1.89,0.07,3.98,sit
4.06,-0.87,7.32,-2.47,-2.53,2.57,sit
3.91,-0.8,7.4,-3.1,-2.21,1.74,sit
3.75,-1.1,7.45,-3.16,-0.98,0,sit
3.96,-0.95,7.39,-2.97,-2.77,-0.69,sit
3.93,-0.89,7.36,-3.12,-0.19,-0.84,sit
3.92,-0.88,7.33,-3.76,0.39,-1.11,sit
3.98,-0.93,7.36,-3.97,7.01,-3.87,sit
2.25,-9.52,0.07,-0.63,-27.38,-16.18,sit
1.77,-9.39,0.43,-5.34,16.36,-2.14,sit
1.88,-10.19,0.43,6.52,7.86,-6.08,sit
1.84,-9.71,0.17,13.24,-18.38,-18.63,sit
2.33,-9.16,-0.36,0.4,-15.37,-8.37,sit
2.15,-9.92,0.64,-8.47,-21.69,11.26,sit
2.76,-9.59,0.11,-12.31,11.48,20.03,sit
1.94,-9.75,-0.75,-27.5,56.15,53.77,sit
0.09,-8.45,-0.87,-35.52,74.19,44.89,sit
-0.57,-5.04,-0.52,-58.7,88.17,41.94,sit
-0.54,-10.73,-1.81,-33.19,50.03,19.89,sit
-2.41,-12.22,1.37,1.11,-79.71,-11.14,sit
-0.17,-11.81,-1.23,54.85,-51.14,-29.82,sit
-0.83,-8.92,0.16,16.85,52.17,29.21,sit
-0.39,-9.47,-2.42,23.64,-109.27,-51.92,sit
0.06,-13.61,-1.2,28.55,-66.87,-18.42,sit
2.42,-9.65,-1.34,91.67,-56.78,-46.79,sit
3.14,-8.98,2.6,130.54,-39.27,-108.66,sit
0.78,-7.38,5.86,72.16,28.31,-61.83,sit
3.51,-5.38,5.49,15.53,23.81,-45.15,sit
4.24,-6.21,6.05,-4.05,30.09,-43.14,sit
2.25,-5.73,5.81,-5.82,18.15,-25.9,sit
3.5,-5.94,5.44,7.11,14.6,-41.53,sit
4.63,-4.71,5.17,27.5,35.44,-51.64,sit
3.26,-4.25,6.8,25.94,54.79,-44.11,sit
3.03,-3.79,7.42,19.73,20.3,-36.68,sit
3.7,-2.72,7.07,15.91,-2.63,-28.69,sit
3.52,-2.08,7.27,15.15,-10.62,-17.93,sit
4.21,-1.58,6.87,15.03,-12.82,-6.34,sit
4.81,-1.58,6.52,6.49,-13.55,-0.95,sit
4.53,-1.57,7.2,-2.2,-2.69,-1.45,sit
4.66,-1.14,7.19,2.16,4.36,1.21,sit
4.4,-1.42,7.05,-4.55,9.45,4.56,sit
4.07,-1.66,7.27,-3.63,9.12,5.53,sit
3.88,-1.62,7.31,-4.05,-2.25,1.27,sit
4.19,-1.48,7.2,-1.78,-0.4,-4.27,sit
4.35,-1.43,7.14,-5.62,-0.33,-1.93,sit
4,-1.52,7.35,-2.98,-2.28,-0.39,sit
4.07,-1.66,7.2,-2.48,-4.54,2.52,sit
4.24,-1.58,7.23,-1.09,-4.95,-0.47,sit
4.24,-1.69,7.22,-1.75,-0.98,-1.69,sit
4.12,-1.6,7.14,-2.51,11.76,-0.66,sit
3.85,-1.54,7.28,-1.08,-4.02,2.58,sit
4.1,-1.73,7.17,-2.12,1.06,-0.51,sit
4.64,0.06,7.09,-4.73,14.39,6.08,sit
3.87,-1.92,7.36,-1.45,-11.65,4.94,sit
3.47,-1.85,7.53,-2.65,-3.89,0.09,sit
3.99,-1.65,7.41,-4.12,-0.94,-1.15,sit
4.05,-1.62,7.33,-1.92,-10.29,-0.56,sit
3.91,-1.7,7.31,-2.43,-4.28,2.5,sit
3.83,-1.63,7.36,-2.27,-1.06,1.54,sit
4,-1.68,7.35,-1.71,-3.48,1.21,sit
3.99,-1.6,7.23,-0.84,-3.37,0.49,sit
4.02,-1.53,7.19,-1.02,-2.51,-0.71,sit
4.08,-1.54,7.27,-1.69,-2.09,1.13,sit
4.06,-1.58,7.3,-2.13,-0.27,0.16,sit
4.19,-1.47,7.33,-2.6,-2.39,0.21,sit
4.03,-1.6,7.25,-2.6,-0.86,-0.34,sit
4.04,-1.63,7.33,-2.52,-1.58,0.15,sit
3.95,-1.55,7.28,-2.44,-1.34,0.02,sit
3.7,-2.09,7.3,-2.98,-0.11,-1.15,sit
4.19,-1.33,7.18,-5.24,2.65,3.11,sit
4.09,-1.46,7.25,-2.65,-2.34,0.45,sit
3.92,-1.75,7.35,-1.6,-1.89,0.07,sit
4.11,-1.54,7.22,-1.8,-3.23,-0.27,sit
4.06,-1.47,7.25,-2.83,-1.15,0.92,sit
4,-1.59,7.29,-2.53,-1.69,-0.3,sit
4.08,-1.63,7.19,-2.23,-0.58,-0.63,sit
4.03,-1.57,7.22,-2.63,-0.92,-0.47,sit
4.06,-1.46,7.25,-2.54,-1.4,0.37,sit
3.99,-1.52,7.28,-2.57,-2.26,0.1,sit
4.03,-1.44,7.37,-1.87,-2.89,-0.9,sit
4.02,-1.64,7.32,-2.3,-1.31,-0.71,sit
4.07,-1.63,7.2,-2.39,-2.02,0.66,sit
4.04,-1.45,7.27,-2.39,-1.82,-0.03,sit
3.97,-1.49,7.18,-3.08,-0.79,0.29,sit
4.02,-1.71,7.39,-4.43,0.33,-0.5,sit
4.03,-1.58,7.26,-3.98,-1.22,0.21,sit
3.95,-1.59,7.34,-2.73,-1.88,0.91,sit
3.79,-1.72,7.3,-1.75,-2.73,-0.02,sit
3.99,-1.64,7.45,-1.15,-3.04,-1.08,sit
4.02,-1.53,7.28,-1.68,-1.63,-0.01,sit
4,-1.59,7.19,-2.34,-1.33,0.18,sit
3.98,-1.59,7.24,-2.31,-1.06,0.44,sit
4.01,-1.55,7.24,-2.28,-1.53,-0.3,sit
3.89,-1.57,7.32,-1.98,-2.9,0.38,sit
3.91,-1.56,7.25,-2.47,-0.93,-0.32,sit
3.99,-1.49,7.24,-2.47,-1.66,0.02,sit
3.91,-1.52,7.26,-2.94,-0.59,-0.19,sit
4.02,-1.53,7.32,-2.38,-1.92,-0.02,sit
4.11,-1.25,7.36,-2.82,-2.35,1.3,sit
4.03,-1.54,7.24,-0.85,-4.06,-1.09,sit
3.9,-1.61,7.36,-1.85,-0.45,-0.73,sit
3.97,-1.49,7.25,-3.43,-2.13,-0.41,sit
3.92,-1.61,7.28,-3.34,-4.36,-2,sit
4.1,-1.54,7.29,-1.74,-7.78,-4.14,sit
0.83,-9.83,0.33,16.36,-0.82,-10.43,sit
1.87,-8.83,1.07,19.95,-15.79,-18.28,sit
2.88,-8.88,0.24,-4.15,-7.02,1,sit
1.97,-9.89,0.89,-7.09,-6.44,11.34,sit
1.95,-9.39,0.64,-2.66,6.48,-2.69,sit
2.08,-9.35,0.55,-7.05,-2.09,4.5,sit
1.33,-8.65,0.51,-18.11,6.88,24.95,sit
0.44,-8.6,-0.16,-39.4,14.86,32.52,sit
0.48,-9.02,-1.52,-48.14,42.97,36.39,sit
-0.41,-11.95,-0.04,-46.58,71.6,19.27,sit
-0.05,-8.7,-2.23,-34.41,20.53,28.43,sit
-1.61,-10.58,-2.9,-41.37,-1.49,14.74,sit
-3.06,-10.61,-2.81,-3.27,40.39,-11.65,sit
-1.36,-10.42,-1.67,-18.87,-87.73,16.25,sit
-2.13,-9.66,-1.32,1.5,0.08,24.69,sit
-1.42,-9.09,-3.59,-8.92,77.56,9.18,sit
0.86,-8.43,-4.99,4.76,48.94,-15.12,sit
-1.9,-12.85,2.89,54.11,-5.39,14.15,sit
-0.85,-9.23,-3.07,33.95,-32.24,-53.09,sit
-1.57,-10.97,-0.34,49.77,-13.45,-42.41,sit
0.42,-10.07,0.03,56.52,-29.76,-53.24,sit
0.56,-8.18,2.45,86.69,-25.99,-54,sit
0.57,-11.28,1.19,115.98,-25.69,-59.75,sit
3.75,-5.79,5.49,64.66,30.79,-47.34,sit
2.89,-5.59,5.49,9.91,114.27,-36.03,sit
5.06,-5.18,5.11,41.45,24.43,-59.88,sit
4.86,-4.32,6.23,28.86,4.02,-13.34,sit
4.05,-3.96,6.27,21.08,16.63,-25.93,sit
3.75,-4.07,6.62,30.31,5.42,-10.53,sit
3.48,-2.94,7.36,33.98,2.87,-8.56,sit
4.35,-2.3,6.96,26.15,23.09,4.84,sit
2.83,-1.87,8.63,21.2,2.11,-2.9,sit
2.46,-1.95,7.5,7.95,9.16,-12.97,sit
2.57,-1.63,7.9,3.41,-5.57,-5.24,sit
3.1,-0.83,7.73,1.83,-5.61,-5.76,sit
3.06,-0.85,7.43,-4.56,-2.22,4.22,sit
2.92,-1.2,7.49,-9.85,-10.99,7.4,sit
3.55,-1.85,7.28,-6.75,0.95,2.84,sit
3.1,-1.7,7.63,-2.44,-3.24,-0.01,sit
3.16,-1.75,7.65,-2.95,-0.5,-0.55,sit
3.53,-1.58,7.49,-3.64,-5.14,1.31,sit
3.09,-1.85,7.63,-1.86,-2.69,-1.12,sit
3.45,-1.57,7.56,-2.12,-5.27,-0.05,sit
2.68,-1.52,7.39,-2.69,-21.06,-5.07,sit
3.61,-1.75,7.35,-2.01,-5.67,-1.91,sit
3.62,-1.7,7.36,-2.53,-1.89,-0.73,sit
3.64,-1.78,7.39,-1.52,-3.05,-0.08,sit
3.57,-1.67,7.53,-1.74,-2.14,-1.43,sit
4.16,-1.16,7.1,3.67,-11.57,-0.79,sit
3.63,-1.84,7.38,-0.18,-0.78,-3.45,sit
3.82,-1.57,7.46,1.8,-4.59,-2.69,sit
3.87,-1.19,7.48,2.82,-4.14,-7.55,sit
3.65,-1.37,8.08,1.18,-8.08,-1.5,sit
3.94,-1.02,7.41,-0.96,-4.62,-0.51,sit
4.04,-1.02,7.3,-2.85,-2.5,-0.23,sit
4,-1.18,7.29,-3.04,-0.24,0.5,sit
4.11,-1.06,7.3,-3.16,-1.27,1.15,sit
3.87,-1.14,7.3,-2.95,-0.25,0.74,sit
3.97,-1.11,7.43,-3.4,0.02,0.93,sit
4.02,-1.1,7.31,-1.92,-0.77,0.49,sit
3.9,-1.12,7.33,-3,-1.16,0.42,sit
3.93,-1.24,7.38,-2.83,-0.64,0.08,sit
3.94,-1.27,7.39,-2.95,-0.12,0.31,sit
3.97,-1.2,7.34,-2.95,0.34,0.87,sit
3.87,-1.2,7.48,-3.45,0.37,0.21,sit
3.9,-1.25,7.43,-2.61,-0.53,0.92,sit
3.83,-1.2,7.36,-2.27,-1.8,0.35,sit
3.93,-1.18,7.48,-2.03,-2.24,0.4,sit
3.99,-1.15,7.34,-1.83,-2.39,-0.3,sit
3.92,-1.18,7.3,-2.31,-1.14,0,sit
3.9,-1.16,7.33,-2.84,-0.75,-0.07,sit
3.89,-1.2,7.32,-2.36,-1.61,0.47,sit
3.74,-1.19,7.47,-2.42,-1.23,0.03,sit
3.82,-1.14,7.35,-2.88,-0.79,0.51,sit
3.82,-1.22,7.37,-2.82,-0.74,-0.35,sit
3.76,-1.24,7.36,-2.72,-1.11,-0.15,sit
3.81,-1.21,7.45,-2.45,-1.3,-0.22,sit
3.76,-1.22,7.4,-2.89,-1.79,0.56,sit
3.72,-1.31,7.49,-2.79,-0.83,-0.34,sit
3.84,-1.1,7.36,-3.25,-0.88,0.49,sit
3.72,-1.28,7.46,-2.99,-0.64,-0.32,sit
3.86,-1.21,7.41,-2.6,-0.8,0.61,sit
3.81,-1.26,7.43,-2.59,-1.28,0.37,sit
3.66,-1.19,7.44,-2.23,-1.53,0.04,sit
3.78,-1.22,7.4,-2.82,-0.37,-0.4,sit
3.78,-1.26,7.4,-2.83,-1.52,0.06,sit
3.72,-1.3,7.42,-2.59,-0.82,-0.05,sit
3.85,-1.21,7.34,-2.66,-1.75,0.08,sit
3.73,-1.29,7.48,-2.73,-1.47,-0.35,sit
3.85,-1.18,7.42,-3.31,-1.16,0.21,sit
3.73,-1.28,7.44,-1.8,-1.8,-0.86,sit
3.8,-1.25,7.46,-3.37,-0.99,0.75,sit
3.76,-1.29,7.43,-3.05,-2.11,0.88,sit
3.75,-1.18,7.47,-2.26,-3.71,1.52,sit
3.78,-1.38,7.44,-4.17,-1.42,1.11,sit
3.81,-1.21,7.33,-3.08,-3.05,0.5,sit
0.68,-8.88,-1.23,15.31,9.79,-9.87,sit
1.19,-9.71,-0.19,-1.47,16.47,1.92,sit
2.91,-9.62,-0.53,-10.32,-4.05,-0.21,sit
1.42,-10.08,1.19,-9.16,-2.78,2.02,sit
2.17,-9.85,0.31,2.42,-0.53,-2.6,sit
2.19,-9.29,0.16,7.44,-1.43,-3.61,sit
0.84,-9.29,-0.55,-11.25,12.38,16.98,sit
1.05,-9.96,-0.13,-21.36,23.82,23.42,sit
1.58,-9.88,-0.79,-19.5,15.61,23.34,sit
0.88,-9.96,-0.83,-23.38,49.66,19.55,sit
0.14,-8.93,-1.14,-24.88,37.19,19.81,sit
-1,-7.38,-1.72,-31.04,37.82,27.09,sit
-1.41,-10.87,-1.91,-31.64,30.45,25.95,sit
-0.74,-10.66,-2.61,-19.02,-13,11.18,sit
-0.32,-9.19,-2.43,-12.73,-11.4,-1.08,sit
-1.23,-9.85,-1.97,6.42,-0.87,-6.94,sit
-1.85,-12.73,-0.15,53.96,-6.53,-19.02,sit
-0.38,-9.46,-1.29,49.36,-18.31,-30.79,sit
1.21,-9.44,-0.24,57.42,-12.7,-26.14,sit
0.94,-8.76,1.46,83.89,-10.1,-28.97,sit
0.8,-7.94,1.91,120.17,-2.37,-67.69,sit
3.03,-7.21,5.33,95.36,-15.96,-64.36,sit
3.86,-5.19,6.14,44.24,-7.95,-41.44,sit
3.88,-4.63,6.01,31.15,28.34,-50.39,sit
4.19,-4.66,7.58,23.46,40.66,-49.44,sit
3.75,-3.77,7.11,20.65,22.07,-36.31,sit
3.57,-2.67,6.93,31.06,12.98,-28.85,sit
3.37,-2.44,7.52,26.5,6.47,-22.31,sit
3.58,-2.17,7.34,14.31,-6.2,-19.73,sit
3.38,-1.03,7.46,16.62,-12.77,-7.05,sit
3.8,-0.92,7.45,16.05,-12.61,-8.96,sit
4.08,-0.71,7.05,3.07,-7.87,-4.05,sit
4.18,-0.85,7.37,2.71,-3.12,-5.5,sit
4.02,-0.56,7.34,-1.91,-1.6,-4.26,sit
4.32,-0.62,7.23,-0.54,-3.34,-2.1,sit
4.08,-0.59,7.31,-4.66,0.57,-1.62,sit
4.22,-0.82,7.32,-7.89,-1.53,2.18,sit
4.07,-0.66,7.13,-10.07,20.08,-4.1,sit
3.9,-0.92,7.47,-4.75,-4.87,-7.44,sit
4.05,-0.67,7.44,1.07,-6.24,3.6,sit
3.8,-0.95,7.55,-2.58,-2.28,3.36,sit
3.66,-0.71,7.51,1.63,-7.39,0.76,sit
3.98,-0.76,7.35,-2.46,-2.15,0.08,sit
4.12,-0.83,7.19,-1.16,-2.88,1.23,sit
4.26,-0.74,7.36,-2.01,-2.62,0.07,sit
4.12,-0.83,7.33,-1.94,12.27,2.79,sit
4.1,-0.76,7.29,-1.41,-4.06,1.94,sit
3.87,-0.79,7.53,-2.15,-3.71,-0.44,sit
4.09,-0.65,7.37,-2.24,-2.97,0.77,sit
3.83,-0.81,7.49,-3.81,-0.98,1.17,sit
3.96,-0.81,7.31,-3.41,-1.25,1.81,sit
3.83,-0.8,7.35,-2.45,-4.07,-0.37,sit
4.41,-0.89,7.18,-3.81,-3.6,2.96,sit
4.12,-0.83,7.35,-1.28,-4.69,1.68,sit
4.19,-0.7,7.38,-1.78,-1.31,0.61,sit
4.06,-0.83,7.32,-4.11,5.52,0.55,sit
4.13,-0.9,7.34,-1.81,-2.2,3.11,sit
3.93,-0.87,7.39,-3.39,-1.37,-0.8,sit
4.06,-0.94,7.21,-4.51,1.4,1.86,sit
3.85,-1.15,7.42,-3.84,9.66,1.28,sit
4.45,-1.21,7.11,-7.41,17.05,-3.69,sit
3.3,-0.82,7.81,-2.46,4.18,3.06,sit
3.15,-1.04,7.74,-2.4,0.24,-1.17,sit
3.3,-0.88,7.63,-2.69,-3.07,-0.78,sit
3.33,-0.99,7.61,-3.64,2.81,-1.55,sit
3.35,-0.98,7.68,-2.79,-1.73,0.49,sit
3.34,-0.98,7.61,-3.82,2.22,-1.16,sit
3.28,-0.95,7.58,-2.58,-0.34,-0.23,sit
3.2,-0.99,7.65,-3.24,-1.8,-0.05,sit
3.27,-0.98,7.57,-1.85,-2.26,-0.58,sit
3.31,-0.99,7.56,-2.86,-0.69,-0.25,sit
3.33,-1.01,7.57,-2.87,-1.47,0.13,sit
3.26,-1.01,7.65,-1.99,-2.65,0.37,sit
3.31,-1.06,7.61,-2.56,-1.24,0.08,sit
3.31,-1.02,7.61,-2.5,-1.47,0.06,sit
3.27,-1.05,7.61,-3.06,-0.75,-0.35,sit
3.37,-1.06,7.56,-3.28,-0.5,0.43,sit
3.27,-1.06,7.69,-2.68,-2.15,0.51,sit
3.21,-1.08,7.65,-2.75,-1.59,0.47,sit
3.25,-1.05,7.62,-2.06,-2.48,0.08,sit
3.22,-1.04,7.6,-2.24,-2.34,-0.07,sit
3.25,-1.03,7.65,-2.8,-0.93,-0.73,sit
3.42,-1.07,7.5,-3.77,0.68,0.03,sit
3.51,-0.96,7.37,-5.28,1.18,1.58,sit
2.66,-1.33,7.72,-2.15,-1.49,2.49,sit
3.32,-0.8,7.35,-2.34,-2.53,-2.68,sit
3.16,-0.82,7.8,-0.74,-10.07,1.5,sit
3.67,-1.63,7.49,-4.82,1.99,0.42,sit
2.88,-1.23,7.63,-1.86,-4.53,1.02,sit
3.45,-0.86,7.66,-3.94,-2.18,1.27,sit
3.14,-1.34,7.59,-1.52,-4.72,0.11,sit
3.13,-1.18,7.71,-2.1,-1,2.08,sit
3.14,-1.13,7.68,-2.89,-1.8,1.34,sit
3.13,-1.01,7.66,-2.42,-1.38,-0.12,sit
3.44,-1.36,7.58,-1.8,-0.02,-1.1,sit
3.27,-0.97,7.56,-5.27,1.18,0.31,sit
1.26,-9.92,-0.17,0.76,14.55,-0.11,sit
1.15,-9.62,-0.74,1.02,5.02,-4.78,sit
0.65,-9.55,-0.89,-7,10.79,2.41,sit
0.54,-9.83,-0.64,-18.45,21.27,13.16,sit
0.58,-10.04,-0.79,-20.65,13.13,23.53,sit
0.44,-10.03,-1.02,-29.11,39.3,27.11,sit
-0.27,-8.75,-2.1,-30.42,79.63,13.45,sit
-1.44,-6.19,-3.04,-40.99,46.07,10.7,sit
-0.12,-10.97,-0.45,10.34,-52.39,19.91,sit
1.2,-14.12,-3.51,37.75,27.22,-1.15,sit
0.27,-10.59,-0.49,40.95,-11.04,-21.82,sit
0.02,-11.97,0.15,33.19,-9.01,-13.96,sit
0.24,-10.4,0.7,35.33,-17.43,-22.6,sit
0.43,-9.38,-0.83,39.11,-4.57,-6.66,sit
0.32,-10.01,1.01,52.69,1.23,-0.96,sit
-0.45,-8.28,4.16,81.21,4.73,-28.24,sit
1.76,-8.77,3.34,94.96,-6.82,-62.21,sit
2.71,-5.78,5.92,64.6,-6.17,-57.23,sit
2.75,-5.72,5.66,44.5,1.1,-50.98,sit
3.28,-5,6.29,57.08,-16.15,-47.14,sit
3.46,-4.06,7.12,32.1,24.59,-32.81,sit
3.26,-2.88,7.27,26.81,2.74,-26.01,sit
2.17,-3.21,7.69,18.92,36.3,-43.27,sit
3.66,-1.43,7.45,25.56,-14.05,-20.95,sit
3.39,-1.34,7.62,17.92,-13.56,-15.53,sit
3.77,-0.97,7.46,15.01,-34.28,-13.66,sit
4.71,0,6.81,10.88,-31.82,9.53,sit
4.68,-0.6,7.26,-1.72,0.38,1.12,sit
4.79,-0.48,7.05,-0.54,19.5,-7.76,sit
4.53,0.1,7.66,1.56,-26.13,-12.08,sit
4.34,0.05,7.45,4.78,-18.11,2.3,sit
4.29,0.42,6.99,-9.48,21.53,-14.36,sit
4.6,-0.5,7.43,-2.61,15.69,-10.95,sit
4.8,0.58,6.8,2.01,8.4,-2.55,sit
3.81,-0.1,7.68,-2.64,15.65,7.18,sit
3.77,-0.41,7.49,1.92,2.21,3.82,sit
4.37,0.24,7.06,-2.37,-3.61,-5.73,sit
3.76,0.06,7.45,0.67,0.22,3.89,sit
4.1,0.52,7.29,-1.22,-7.62,1.95,sit
4.82,-0.08,6.94,-10.98,5.15,10.56,sit
4.52,-0.37,7.57,3.18,-19.87,-0.05,sit
4.8,-0.05,7.1,-5.79,-7.17,-16.6,sit
4.21,0.08,7.19,-8.42,13.32,-9.66,sit
4.17,0.04,7.45,1.37,-5.51,0.39,sit
4.82,0.17,6.86,-7.6,13.63,9.75,sit
4.23,0.5,6.89,-18.97,23.46,5.37,sit
3.45,-0.16,7.23,1.65,16.4,0.7,sit
3.54,-0.24,8.05,-2.66,11.78,-7.63,sit
0.94,0.08,8.58,0.7,27.15,-0.22,sit
2.98,-0.18,7.65,4.37,-23.63,7.53,sit
2.82,0.13,7.95,-0.44,-2.05,-0.68,sit
3.24,0.03,7.51,-0.98,-0.82,-4.29,sit
2.3,-0.45,8.15,1.92,5.94,-7.81,sit
3.21,1.02,7.62,-0.61,-5.93,1.23,sit
4.02,0.12,7.21,-6.93,-12.84,6.41,sit
4.38,0.23,7.25,-1.37,-3.55,-14.68,sit
3.83,0.34,7.43,-7.67,-2.57,-5,sit
3.85,0.05,7.23,-9.4,-14.71,-5.59,sit
4.56,0.06,7.01,-11.67,-10.75,-12.02,sit
3.93,-0.28,7.46,4.04,-2.75,-13.19,sit
3.65,0.85,7.46,-6.24,3.49,0.95,sit
4.33,-0.37,7.25,-5.16,-1.25,5.82,sit
4.03,0.52,7.37,-4.73,2.7,2.24,sit
4,0.16,7.3,-3.92,-6.24,6.67,sit
3.79,-0.58,7.54,-7.56,-14.86,-2.02,sit
4.37,0.5,7.18,2.8,-3.91,-0.71,sit
3.78,0.76,7.04,7.11,-4.82,21.66,sit
2.89,-0.36,7.92,-4.21,21.68,6.44,sit
3.41,0.34,7.41,11.93,9.33,-4.35,sit
2.83,0.64,7.42,1.98,3.24,-0.42,sit
3.71,0.37,7.46,0.27,24.43,-3.07,sit
3.25,0.33,7.3,-4.8,3.67,0.11,sit
4.01,0.48,7.33,5.17,0.15,-11.69,sit
3,1.22,6.98,5.95,-16.59,-4.46,sit
3.53,0.91,7.37,-5.85,-26.18,10.27,sit
3.52,0.27,7.94,-0.15,-11.4,13.38,sit
4.09,0.52,7.44,-2.14,-7.03,12.78,sit
3.55,0.44,7.52,-1.36,-7.82,6.11,sit
3.57,0.58,7.59,-1.71,-6.45,14.08,sit
3.52,0.33,7.61,2.43,-0.9,13.82,sit
3.5,0.33,7.44,2.63,-0.34,15.73,sit
3.42,0.4,7.44,3.47,-4.57,17.53,sit
3.62,0.31,7.61,3.93,-1.29,15.34,sit
3.87,0.43,7.62,1.92,-0.8,15.08,sit
3.73,0.41,7.66,1.43,1.23,14.66,sit
3.91,0.62,7.34,0.24,0.41,13.36,sit
3.74,0.49,7.41,0.14,-1.05,9.82,sit
3.73,0.28,7.32,-0.79,0.08,6.09,sit
3.79,0.34,7.63,-2.22,-0.67,3.63,sit
3.55,0.11,7.46,-4.6,0.21,0.35,sit
3.61,0.22,7.52,-3.69,-1.02,0.07,sit
3.69,0.22,7.52,-3.47,-2.17,-2.08,sit
3.61,0.12,7.51,-3.07,-2.25,-0.96,sit
3.79,0.15,7.49,-3.21,-0.51,-1.85,sit
3.39,0.08,7.66,-5.21,-9.18,-0.01,sit
3.58,0.3,7.78,-4.37,-2.48,-3.95,sit
3.28,-5,6.29,57.08,-16.15,-47.14,sit
3.46,-4.06,7.12,32.1,24.59,-32.81,sit
3.26,-2.88,7.27,26.81,2.74,-26.01,sit
2.17,-3.21,7.69,18.92,36.3,-43.27,sit
3.66,-1.43,7.45,25.56,-14.05,-20.95,sit
3.39,-1.34,7.62,17.92,-13.56,-15.53,sit
